# Health care in the 71 places added on 2026-09-24 (every city and township a DDOT or SMART bus reaches, outside
# Detroit, Hamtramck, Highland Park and Dearborn): clinics, dentists, eye care, care in pregnancy, HIV and STI tests,
# mental-health support places, and urgent care. Batch "health", written 2026-09-24.
# Method: every page was read on the organization's own site (or its own page on its county's official site) on
# 2026-09-24, fetched one page at a time with the pipeline's own honest user agent (pipeline/src/page-match.ts
# fetchPage), and each line's phone and street number were then checked on its source_url with the same strict
# matcher `pnpm check:sources` uses (listingOnPage). Web search, and HRSA's public list of health-center sites, were
# used ONLY to find organizations; no fact on any line comes from a search snippet, HRSA's list, or a directory.
# No emergency rooms (another step), no crisis lines, no Detroit Health Department rows.
#
# Notes for the steward:
# - Cost words: a line says "free" only where the owner's page says free or no cost. FQHC lines say "you pay based on
#   your income" only where the owner's page says sliding fee or discounts by income. Every health.urgent line says
#   it is NOT free: Corewell's and Henry Ford-GoHealth's pages say "insurance and self-pay".
# - Facts spread over several pages of one owner's site: the source_url is the page that shows both the phone and the
#   street address; the rest came from the same site:
#   * Western Wayne Family Health Centers: walk-ins, sliding fee and the dental emergency walk-in hours are on
#     wwfhc.org/services/ and wwfhc.org/cost-2/; addresses, phones and each suite's hours on wwfhc.org/locations/.
#     WWFHC's PrEP page (wwfhc.org/prep/) gives no address, so there is no health.sexual line for WWFHC.
#   * Oakland County Health Division: walk-in only, the fees ($10 visit, $12 per vaccine) and "no one will be denied"
#     are on .../public-health-services/clinic-services; what the sexual-health visit covers is on
#     .../clinic-services/sexual-health-services. The SOUTHFIELD phone (248-424-7000) is printed only on
#     .../about/contact-us, so both Southfield lines use that page as source_url.
#   * Macomb County Health Department, St. Clair Shores shots: hours are on .../family-health-services/immunization-clinic,
#     which prints no St. Clair Shores phone; that line uses the Health Department page (address + 586-466-6800).
#   * Honor Community Health: "we serve all patients regardless of ability to pay" and income-based discounts are on
#     honorcommunityhealth.org/honor-cares-program/; school centers "open to non-students" and ages 3-21 are on
#     honorcommunityhealth.org/schoolhealth/.
#   * Wellness Plan: OB/GYN days per site and "underinsured and uninsured" are on wellplan.com (home page);
#     addresses, phones and hours on wellplan.com/contact-locations/.
#   * Downriver Community Clinic: "primary care at no cost" and "proof of employment or school enrollment" are on
#     downrivercommunityclinic.org/about; address and phone on the home page.
#   * Crossroads Clubhouse: "participation is free ... no referral is needed" is on MCCMH's page
#     (mccmh.net/crossroads-clubhouse/), which gives the phone but not the address; the clubhouse's own site has both.
#   * CNS drop-in centers (F.A.I.R., Comfort Zone Unlimited) are listed on cnshealthcare.org/locations as
#     "Consumer-Run Drop-In Centers" with address, phone and hours; the page says nothing about who may come, so
#     both lines say to call first.
# - Rows with NO address, on purpose (a nurse comes to you, or the place is not named on the page): the three county
#   home-visiting lines (health.prenatal) and Oakland's children's vision screening line (its page says "at our
#   offices" without naming one). They carry a phone only. Healthy Families America Wayne's phone is a 313 number and
#   its page names no office; it serves all of Wayne County "including Detroit" - keep or drop as the steward prefers.
# - Two rows share an address with a different organization on purpose: Oakland County's clinic and Honor Community
#   Health both work at 1200 N Telegraph (Pontiac) and 27725 Greenfield (Southfield); Wayne County's public health
#   clinic and Wayne County Healthy Communities (an FQHC) both work at 33030 Van Born (Wayne). Different phones.
# - Macomb's family-planning lines (birth control, pregnancy tests) are health.clinic, a second service at the same
#   Health Department doors as the shots lines, with their own phone and hours.
# - Gary Burnstein Community Health Clinic: its "Become a Patient" page says new-patient applications are paused for
#   30 days (read 2026-09-24); the three lines carry that as a notice. Re-check in late October.
# - Corewell Health Urgent Care - West Bloomfield: its page prints no phone at all, so the line has an address only.
# - Oakland 360 Care Center (Honor's walk-in center) is health.urgent: same-day walk-in care 7 days a week, with the
#   Honor Cares income discount; its page says it does NOT do STI testing.
# Held, not listed (a person could finish these):
# - Health Centers Detroit Foundation, Greenfield Health Center, 23077 Greenfield Ste 400, Southfield: hcdmg.org says
#   "Temporarily Closed Due to Fire".
# - CHASS Westland (35180 Nankin Blvd): on HRSA's list, but chasscenter.org lists only its two Detroit sites.
# - Advantage Health Centers, Warren (12200 E 13 Mile Rd; 4669 E 8 Mile Rd): advantagehealthcenters.org serves a page
#   with almost no text to a script. Needs a person with a browser.
# - Detroit Community Health Connection, Harper Woods (20303 Kelly Rd): no website could be found without search.
# - Family Medical Center of Michigan, Southgate (13101 Allen Rd): no website could be found without search (fmcmi.org
#   is an unrelated site).
# - Authority Health's Anne Mare' Ice Pediatric center: HRSA lists it in Southfield, but authorityhealth.org now gives a
#   Detroit address (12121 Broadstreet), so it is not in this batch.
# - Planned Parenthood (Ferndale and others) and TTI's clubhouse (Oxford, outside the area): not listed. The
#   Planned Parenthood page a script receives has no health-center details.
# - Macomb and Wayne-suburb mental-health drop-in centers besides the ones below: DWIHN's and MCCMH's provider
#   directories are search forms, not pages.
# name | org | category | what | address | city | zip | phone | website | schedule | eligibility | source_url | extras
#
# ---------- Wayne County ----------
Inkster health center | Western Wayne Family Health Centers | health.clinic | See a doctor for check-ups, sick visits and long-term health problems. Walk-ins are often taken; come early. If you have no insurance, you pay based on your income. | 2700 Hamlin Blvd | Inkster | 48141 | 313-561-5100 | https://wwfhc.org/ | Mon 8am-5pm; Tue 8am-7pm; Wed 8am-6pm; Thu 8am-7pm; Fri 8am-5pm | Open to everyone, with or without insurance. Bring a photo ID and insurance cards. If you have no insurance, bring proof of income. | https://wwfhc.org/locations/ | flags=walk_in,sliding_fee,medicaid
Plum Hollow Center | Honor Community Health | health.clinic | See a doctor for check-ups, adult shots and long-term health problems. Open Fridays only. You may pay less based on your income. | 22200 W Nine Mile Rd | Southfield | 48033 | 248-724-7600 | https://honorcommunityhealth.org/ | Fri 8:30am-12:30pm, 1pm-5pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/plum-hollow-center/ | flags=sliding_fee,medicaid
Summit Center | Honor Community Health | health.clinic | See a doctor for check-ups, shots, women's health and long-term health problems. Open Thursdays only. You may pay less based on your income. | 600 N Telegraph Rd, Suite 300-A | Pontiac | 48341 | 248-724-7600 | https://honorcommunityhealth.org/ | Thu 8:30am-12:30pm, 1pm-5pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/summit-center/ | flags=sliding_fee,medicaid
Honor clinic at the North Oakland Health Center | Honor Community Health | health.clinic | See a doctor for check-ups, children's care, women's health (birth control, STI checks, pregnancy tests) and long-term health problems. You may pay less based on your income. | 1200 N Telegraph Rd, Building 34 East | Pontiac | 48341 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon 8:30am-5pm; Tue 8:30am-7pm; Wed-Fri 8:30am-5pm | They serve all patients, with or without insurance. For GPS, use 1200 N Telegraph Rd, Unit 34E. | https://honorcommunityhealth.org/locations/north-oakland-health-center/ | flags=sliding_fee,medicaid
Honor clinic at the South Oakland Health Center | Honor Community Health | health.clinic | See a doctor for check-ups, children's care, women's health (birth control, STI checks, pregnancy tests) and long-term health problems. You may pay less based on your income. | 27725 Greenfield Rd | Southfield | 48076 | 248-724-7600 | https://honorcommunityhealth.org/ | Mon-Thu 8:30am-5pm | They serve all patients, with or without insurance. | https://honorcommunityhealth.org/locations/south-oakland-health-center/ | flags=sliding_fee,medicaid
Oakland 360 Care Center walk-in care | Honor Community Health | health.urgent | Walk in, 7 days a week, for a small illness or injury, a rash, a cut, a sprain, or a sudden rise in anxiety or depression. No appointment needed. It is not free; ask about Honor's discount based on income. They do not do STI tests here. | 48980 Woodward Ave | Pontiac | 48342 | 248-724-7515 | https://honorcommunityhealth.org/ | Mon-Tue 12pm-7pm; Wed 8am-7pm; Thu-Fri 12pm-7pm; Sat-Sun 11:30am-5pm | Anyone. The lot is not reached from Woodward: for GPS, use 96 N Cass Ave. | https://honorcommunityhealth.org/locations/philip-henry-center/ | phone_label=Walk-in center; phone2=248-724-7600; phone2_label=Main line; flags=walk_in,sliding_fee
Avondale High School health center | Honor Community Health | health.clinic | A health center at Avondale High School for young people: check-ups, sports physicals, shots, sick visits and counseling. Non-students can come too. Payment is based on income. | 2800 Waukegan St | Auburn Hills | 48326 | 248-537-6235 | https://honorcommunityhealth.org/ | Mon-Fri 7am-noon, 12:30pm-3:30pm | Ages 3 to 21. No young person is turned away for lack of money or insurance. Summer and holiday hours may differ; call ahead. Use the outside door off the south parking lot. | https://honorcommunityhealth.org/locations/avondale-high-school-health-center/ | flags=youth,sliding_fee
Pontiac High School health center | Honor Community Health | health.clinic | A health center at Pontiac High School for young people: check-ups, sports physicals, shots, sick visits and counseling. Payment is based on income. | 1051 Arlene Ave | Pontiac | 48340 | 248-451-7365 | https://honorcommunityhealth.org/ | Mon-Fri 7am-noon, 12:30pm-3:30pm | Anyone 5 to 21, and their children, who lives in the Pontiac or Waterford school districts. No young person is turned away for lack of money or insurance. Summer and holiday hours may differ; call ahead. | https://honorcommunityhealth.org/locations/pontiac-high-school-based-health-center/ | flags=youth,sliding_fee
Pontiac Middle School health center | Honor Community Health | health.clinic | A health center at Pontiac Middle School for young people: check-ups, sports physicals, shots, sick visits and counseling. Payment is based on income. | 1275 N Perry St | Pontiac | 48340 | 248-451-8030 | https://honorcommunityhealth.org/ | Mon-Fri 7:30am-noon, 12:30pm-4pm | Anyone 5 to 21, and their children, who lives in the Pontiac or Waterford school districts. No young person is turned away for lack of money or insurance. Summer and holiday hours may differ; call ahead. | https://honorcommunityhealth.org/locations/pontiac-middle-school-based-health-center/ | flags=youth,sliding_fee
Waterford Durant High School health center | Honor Community Health | health.clinic | A health center at Waterford Durant High School for young people, in Room 213: check-ups, sports physicals, shots, sick visits and counseling. Payment is based on income. | 501 N Cass Lake Rd, Room 213 | Waterford Township | 48328 | 248-674-4876 | https://honorcommunityhealth.org/ | Mon 7:30am-noon, 12:30pm-4pm; Tue 9:30am-noon, 12:30pm-6pm; Wed 7:30am-noon, 12:30pm-4pm; Thu 10:30am-noon, 12:30pm-7pm; Fri 7:30am-noon, 12:30pm-4pm | Anyone 5 to 21, and their children, who lives in the Pontiac or Waterford school districts. No young person is turned away for lack of money or insurance. Summer and holiday hours may differ; call ahead. | https://honorcommunityhealth.org/locations/waterford-school-based-health-center/ | flags=youth,sliding_fee
Webster Teen Health Center | Honor Community Health | health.clinic | A health center for teens and young people: check-ups, shots, sick visits and counseling. Payment is based on income. | 640 W Huron St, #148 | Pontiac | 48341 | 248-724-7474 | https://honorcommunityhealth.org/ | Mon-Wed 8:30am-noon, 12:30pm-5pm; Thu 10:30am-7pm; Fri 8:30am-noon, 12:30pm-5pm | Young people. No young person is turned away for lack of money or insurance. | https://honorcommunityhealth.org/locations/webster-teen-health-center/ | flags=youth,sliding_fee
Free clinic for adults with no insurance, Pontiac | Gary Burnstein Community Health Clinic | health.clinic | Free doctor visits, check-ups, shots, lab tests, women's and men's health, and free medicine from their pharmacy. | 45580 Woodward Ave | Pontiac | 48341 | 248-309-3752 | https://garyburnsteinclinic.org/ | Mon 9am-4pm; Tue 9am-9pm; Wed 9am-4pm; Thu 9am-9pm; Fri 9am-4pm | Adults 18 and older who live in Michigan, have no insurance or not enough, and meet income rules. You must apply to become a patient. | https://garyburnsteinclinic.org/ | notice=Their page says new-patient applications are paused for 30 days (read 2026-09-24). Call to ask.
Free dentist for adults with no insurance, Pontiac | Gary Burnstein Community Health Clinic | health.dental | Free dental care: exams, cleanings, X-rays, fillings, pulling teeth, dentures and partials, and care for tooth pain. | 45580 Woodward Ave | Pontiac | 48341 | 248-309-3752 | https://garyburnsteinclinic.org/ | Mon 9am-4pm; Tue 9am-9pm; Wed 9am-4pm; Thu 9am-9pm; Fri 9am-4pm | Adults 18 and older who live in Michigan, have no insurance or not enough, and meet income rules. You must apply to become a patient. | https://garyburnsteinclinic.org/ | notice=Their page says new-patient applications are paused for 30 days (read 2026-09-24). Call to ask.
Free eye exams and glasses for adults with no insurance, Pontiac | Gary Burnstein Community Health Clinic | health.vision | Free eye exams, eye checks for diabetes, glaucoma checks, and prescription glasses. | 45580 Woodward Ave | Pontiac | 48341 | 248-309-3752 | https://garyburnsteinclinic.org/ | Mon 9am-4pm; Tue 9am-9pm; Wed 9am-4pm; Thu 9am-9pm; Fri 9am-4pm | Adults 18 and older who live in Michigan, have no insurance or not enough, and meet income rules. You must apply to become a patient. | https://garyburnsteinclinic.org/ | notice=Their page says new-patient applications are paused for 30 days (read 2026-09-24). Call to ask.
FernCare Free Clinic | FernCare Free Clinic | health.clinic | Free doctor visits for adults with no insurance: check-ups, care for long-term health problems, basic lab tests and generic medicines. Appointment only; calls are returned within a day on weekdays. | 751 E Nine Mile Rd, Suite 2 | Ferndale | 48220 | 248-677-2273 | https://ferncare.org/ | Some Mondays and Saturdays 9am to about noon, and some Wednesdays and Thursdays 6pm to about 8:30pm. Call first. | Adults 19 to 64 with no health insurance of any kind and no regular doctor. Bring a photo ID. | https://ferncare.org/Be-a-Patient | flags=appointment_required
MAPI Charitable Clinic | Michigan Association of Physicians of Indian Heritage | health.clinic | Free care for common health problems like high blood pressure, diabetes, asthma and arthritis. No emergency care and no pregnancy care. Saturday mornings only. | 28235 Southfield Rd | Lathrup Village | 48076 | 248-996-9214 | https://mapiusa.org/ | Sat 9am-11am | Adults 18 and older with no insurance or not enough. | https://mapiusa.org/clinic
Corktown Health in Hazel Park | Corktown Health | health.clinic | Doctor visits in Hazel Park on Tuesdays and Thursdays. Call to make an appointment. Welcoming to LGBTQ+ people. | 24310 John R Rd | Hazel Park | 48030 | 313-832-3300 | https://corktownhealth.org/ | Tue 8:30am-5pm; Thu 8:30am-5pm | | https://corktownhealth.org/ | flags=appointment_required,lgbtq
Corktown Health dentist in Hazel Park | Corktown Health | health.dental | Dentist in Hazel Park on Tuesdays and Thursdays. Call to make an appointment. If you have no insurance, ask about their sliding fee. | 24310 John R Rd | Hazel Park | 48030 | 313-832-3300 | https://corktownhealth.org/ | Tue 8:30am-5pm; Thu 8:30am-5pm | | https://corktownhealth.org/ | flags=appointment_required,lgbtq,sliding_fee
Free testing and PrEP help, Ferndale | Matrix Human Services | health.sexual | Free, private testing and counseling, free condoms, and help with PrEP and PEP (medicines that prevent HIV). They also have a mobile testing unit. Call to set up a visit. | 429 Livernois | Ferndale | 48220 | 877-931-3248 | https://www.matrixhumanservices.org/ | Call first | | https://www.matrixhumanservices.org/community-health/ | flags=appointment_required
Free HIV and STI testing at Affirmations | Affirmations LGBTQ+ Community Center | health.sexual | Free, private HIV and STI tests, free condoms, and STI shots, at the LGBTQ+ community center. Call to ask when testing is offered. | 290 W 9 Mile Rd | Ferndale | 48220 | 248-398-7105 | https://goaffirmations.org/ | Call first | Made for the LGBTQ+ community. | https://goaffirmations.org/medical/ | flags=lgbtq
Support groups at Affirmations | Affirmations LGBTQ+ Community Center | health.support | Free support and talk groups, in person and online, at the LGBTQ+ community center: coming out, recovery groups and more. | 290 W 9 Mile Rd | Ferndale | 48220 | 248-398-7105 | https://goaffirmations.org/ | Groups meet at set times. Call first or see their events list. | Groups are for ages 18 and up. An ally must ask the group first. | https://goaffirmations.org/mental-health/groups/ | flags=lgbtq
Wellness Plan Northwest Medical Center, Oak Park | The Wellness Plan Medical Centers | health.clinic | See a doctor for family care, with a pharmacy and lab on site. They serve people with little or no insurance. | 21040 Greenfield Rd | Oak Park | 48237 | 248-967-6500 | https://www.wellplan.com/ | Mon-Fri 8:30am-5pm | | https://www.wellplan.com/contact-locations/ | flags=medicaid
Pregnancy care at the Wellness Plan, Oak Park | The Wellness Plan Medical Centers | health.prenatal | OB/GYN visits, including care while you are pregnant, by appointment. | 21040 Greenfield Rd | Oak Park | 48237 | 248-967-6500 | https://www.wellplan.com/ | Mon 1pm-5pm; Tue-Thu 9:30am-5pm | | https://www.wellplan.com/contact-locations/ | flags=appointment_required,medicaid
Wellness Plan medical center, Pontiac | The Wellness Plan Medical Centers | health.clinic | See a doctor for family care, in Suite A. They serve people with little or no insurance. | 46156 Woodward Ave, Suite A | Pontiac | 48342 | 248-897-0900 | https://www.wellplan.com/ | Mon-Fri 8:30am-5pm | | https://www.wellplan.com/contact-locations/ | flags=medicaid
Wellness Plan dentist, Pontiac | The Wellness Plan Medical Centers | health.dental | Dentist at the Pontiac medical center, in Suite A. | 46156 Woodward Ave, Suite A | Pontiac | 48342 | 248-897-0900 | https://www.wellplan.com/ | Mon-Wed 9am-5pm; Thu 10am-5pm; Fri 9am-5pm | | https://www.wellplan.com/contact-locations/ | flags=medicaid
Ira Land Family Health Center | Authority Health | health.clinic | A children's health center inside McIntyre Elementary School: check-ups, sick visits the same day, sports physicals, shots and fluoride for teeth. | 19600 Saratoga Blvd | Southfield | 48076 | 313-824-1000 | https://authorityhealth.org/ | Mon-Fri 7:30am-4pm | Students and other children and teens in the community, ages 5 to 21. | https://authorityhealth.org/programs-resources/clinical-operations/ | flags=youth
Visions Clubhouse | CNS Healthcare | health.support | A free clubhouse for adults with serious mental health problems: a work-ordered day, support from peers, and help with jobs and daily life. | 185 Elizabeth Lake Rd | Pontiac | 48341 | 248-335-8710 | https://cnshealthcare.org/ | Mon-Fri 8:30am-4:30pm | Adults. You need a referral from DWIHN or OCHN services. Membership is free. | https://cnshealthcare.org/services/clubhouse | flags=referral_only
Our House Clubhouse | CNS Healthcare | health.support | A free clubhouse for adults with serious mental health problems: a work-ordered day, support from peers, and help with jobs and daily life. | 28200 Franklin Rd | Southfield | 48034 | 248-668-0922 | https://cnshealthcare.org/ | Mon-Fri 8:30am-4:30pm | Adults. You need a referral from DWIHN or OCHN services. Membership is free. | https://cnshealthcare.org/services/clubhouse | flags=referral_only
F.A.I.R. drop-in center | Friend Assisting in Recovery (F.A.I.R.) | health.support | A drop-in center run by people in recovery from mental health problems. | 30 Montcalm St | Pontiac | 48342 | 248-334-6667 | https://cnshealthcare.org/ | Mon-Fri 8:30am-5pm | Call first to ask who can come. | https://cnshealthcare.org/locations
Comfort Zone Unlimited drop-in center | Comfort Zone Unlimited | health.support | A drop-in center run by people in recovery from mental health problems. | 39595 W 10 Mile Rd, Suite 105 | Novi | 48375 | 248-427-9762 | https://cnshealthcare.org/ | Mon-Fri 9am-4pm | Call first to ask who can come. | https://cnshealthcare.org/locations
Low-cost teeth cleaning by dental hygiene students | Oakland Community College | health.dental | Dental hygiene students clean teeth while teachers watch. Adult cleaning $30, child or senior $20; a full set of X-rays $20. Call or fill out their form to ask for an appointment. | 7350 Cooley Lake Rd | Waterford Township | 48327 | 248-942-3260 | https://www.oaklandcc.edu/health/dental-hygiene/ | Call first | Highland Lakes Campus, Levinson Hall, Room 310. | https://www.oaklandcc.edu/health/dental-hygiene/clinic/dental-appointment-inquiry/index.html | flags=appointment_required
Urgent care at Woodward Corners, Royal Oak | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 30955 Woodward Ave, Suite 705 | Royal Oak | 48073 | 248-965-8793 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193739/corewell-health-urgent-care-woodward-corners | flags=walk_in
Urgent care in downtown Royal Oak | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 309 E 11 Mile Rd | Royal Oak | 48067 | 248-965-8806 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193753/corewell-health-urgent-care-downtown-royal-oak | flags=walk_in
Urgent care in West Bloomfield | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. Their page gives no phone number. | 6470 Orchard Lake Rd | West Bloomfield Township | 48322 | | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193736/corewell-health-urgent-care-west-bloomfield | flags=walk_in
Urgent care at Square Lake, Troy | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 43037 Dequindre Rd | Troy | 48085 | 248-817-8682 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193730/corewell-health-urgent-care-troy-square-lake | flags=walk_in
Urgent care on Big Beaver, Troy | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 2078 E Big Beaver Rd | Troy | 48083 | 248-918-0744 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193744/corewell-health-urgent-care-troy-big-beaver | flags=walk_in
Urgent care in Rochester Hills | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 3200 Walton Blvd | Rochester Hills | 48309 | 248-809-5224 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193742/corewell-health-urgent-care-rochester-hills | flags=walk_in
Urgent care in Novi | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 43535 Grand River Ave | Novi | 48375 | 248-946-4500 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193728/corewell-health-urgent-care-novi | flags=walk_in
Urgent care in Lake Orion | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 845 S Lapeer Rd | Lake Orion | 48362 | 248-469-0011 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193727/corewell-health-urgent-care-lake-orion | flags=walk_in
Urgent care on Orchard Lake Rd, Farmington Hills | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 29263 Orchard Lake Rd | Farmington Hills | 48334 | 248-488-5900 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193735/corewell-health-urgent-care-farmington-hills-north | flags=walk_in
Urgent care on Grand River, Farmington Hills | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 27810 Grand River Ave | Farmington Hills | 48336 | 248-516-1978 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193749/corewell-health-urgent-care-farmington-hills | flags=walk_in
Urgent care in Bloomfield Township | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 6543 Telegraph Rd | Bloomfield Township | 48301 | 248-940-4937 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193734/corewell-health-urgent-care-bloomfield-twp | flags=walk_in
Urgent care in Bloomfield Hills | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 42757 Woodward Ave | Bloomfield Hills | 48304 | 248-940-4751 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193741/corewell-health-urgent-care-bloomfield-hills | flags=walk_in
Urgent care in Berkley | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 27897 Woodward Ave | Berkley | 48072 | 248-397-6196 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/berkley | flags=walk_in
Urgent care in Commerce Township | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 259 Haggerty Rd | Commerce Township | 48390 | 947-546-0030 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/commerce-township | flags=walk_in
Urgent care on Telegraph, Southfield | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 28670 Telegraph Rd | Southfield | 48034 | 947-234-6380 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/southfield | flags=walk_in
Urgent care on Orchard Lake Rd, West Bloomfield | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 6901 Orchard Lake Rd | West Bloomfield Township | 48322 | 248-671-3074 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/west-bloomfield | flags=walk_in
#
# ---------- Macomb County ----------
HIV and STI tests in Mount Clemens | Macomb County Health Department | health.sexual | Free, private tests and treatment for most STIs, and HIV tests, at the Central Health Center on Thursdays. Free safer-sex supplies. By appointment. They do not give PrEP or HIV treatment. | 43525 Elizabeth Rd | Mount Clemens | 48043 | 586-465-9217 | https://www.macombgov.org/departments/health-department | Thursdays, by appointment. Call Mon-Fri 8:30am-5pm to book. | Ages 12 and older. No charge. | https://www.macombgov.org/departments/health-department/disease-control/sexually-transmitted-diseases-std-hiv | flags=appointment_required
HIV and STI tests in Warren | Macomb County Health Department | health.sexual | Free, private tests and treatment for most STIs, and HIV tests, at the Southwest Health Center on Mondays, Tuesdays and Wednesdays. Free safer-sex supplies. By appointment. They do not give PrEP or HIV treatment. | 27690 Van Dyke, Suite B | Warren | 48093 | 586-465-9217 | https://www.macombgov.org/departments/health-department | Mondays, Tuesdays and Wednesdays, by appointment. Call Mon-Fri 8:30am-5pm to book. | Ages 12 and older. No charge. | https://www.macombgov.org/departments/health-department/disease-control/sexually-transmitted-diseases-std-hiv | flags=appointment_required
Shots at the VerKuilen Building, Clinton Township | Macomb County Health Department | health.clinic | Shots (vaccines) and TB skin tests. Appointments are preferred; walk-ins are taken as time allows. Flu shots are walk-in only. There is a $10 fee for each shot. | 21885 Dunham Rd | Clinton Township | 48036 | 586-469-5372 | https://www.macombgov.org/departments/health-department | Mon-Tue 8:30am-noon, 1pm-4:30pm; Wed 8:30am-noon, 1pm-6pm; Thu-Fri 8:30am-noon, 1pm-4:30pm | Use Entrance G. A child under 18 must come with a parent or guardian, or bring a signed permission letter. If your child is in the Vaccines for Children program and you cannot pay the fee, talk with a nurse. Closed the morning of the 3rd Friday of each month. | https://www.macombgov.org/departments/health-department/family-health-services/immunization-clinic
Shots at the Southwest Health Center, Warren | Macomb County Health Department | health.clinic | Shots (vaccines) and TB skin tests. Appointments are preferred; walk-ins are taken as time allows. Flu shots are walk-in only. There is a $10 fee for each shot. | 27690 Van Dyke Ave, Suite B | Warren | 48093 | 586-465-8537 | https://www.macombgov.org/departments/health-department | Mon-Wed 8:30am-noon, 1pm-4:30pm; Thu 8:30am-noon, 1pm-6pm; Fri 8:30am-noon, 1pm-4:30pm | A child under 18 must come with a parent or guardian, or bring a signed permission letter. If your child is in the Vaccines for Children program and you cannot pay the fee, talk with a nurse. Closed the morning of the 3rd Friday of each month. | https://www.macombgov.org/departments/health-department/family-health-services/immunization-clinic
Shots at the Southeast Family Resource Center, St. Clair Shores | Macomb County Health Department | health.clinic | Shots (vaccines) and TB skin tests on Tuesdays and Thursdays. Appointments are preferred; walk-ins are taken as time allows. There is a $10 fee for each shot. | 25401 Harper Ave | St. Clair Shores | 48081 | 586-466-6800 | https://www.macombgov.org/departments/health-department | Tue 8:30am-noon, 1pm-4:30pm; Thu 8:30am-noon, 1pm-4:30pm | A child under 18 must come with a parent or guardian, or bring a signed permission letter. If your child is in the Vaccines for Children program and you cannot pay the fee, talk with a nurse. No TB skin tests on Thursdays. | https://www.macombgov.org/departments/health-department
