sal_id,svc_id,org_id,org_name,service_name,location_name,category,what,eligibility,address_1,city,zip,lat,lon,service_area,phone,phone_label,phone2,phone2_label,phone2_source_url,website,availability,hours_text,flags,notice,status,checked_at_entry,entry_method,source_type,source_name,source_url,internal_note
sal_mercy_education_women_s_program_ged_reading_and_math,,org_mercy_education_project,Mercy Education Project,"Women's Program: GED, reading and math","Women's Program: GED, reading and math, Mercy Education Project",learn.school,"Free GED prep, reading and math classes for women, plus job-readiness help. Van rides inside the service area.",Women.,1450 Howard St.,Detroit,48216,42.326594,-83.062401,,313-410-2705,Enrollment,313-963-5881,Main office,,https://www.mercyed.net,call_first,Classes Mon-Thu 9am-1:30pm during the school year; open enrollment all year,women,,active,2026-09-19,auto_check,seed_list,Mercy Education Project website,https://www.mercyed.net/womens-program,
sal_detroit_public_adult_education_center_at_detroit_lions_a,,org_detroit_public_schools_community_distric,Detroit Public Schools Community District,Adult Education Center at Detroit Lions Academy,"Adult Education Center at Detroit Lions Academy, Detroit Public Schools Community District",learn.school,"Free classes to get your GED or finish high school, plus reading and math help. Also a GED test site.","Adults. Sign up online first, or through Detroit at Work.",2001 W. Warren,Detroit,48208,42.350477,-83.083647,,313-335-1026,Adult Education Center,,,,https://www.detroitk12.org,call_first,,,,active,2026-09-19,auto_check,seed_list,Detroit Public Schools Community District website,https://www.detroitk12.org/enroll/adult-education,
sal_detroit_public_free_english_classes_at_maybury_elementar,,org_detroit_public_schools_community_distric,Detroit Public Schools Community District,Free English classes at Maybury Elementary,"Free English classes at Maybury Elementary, Detroit Public Schools Community District",learn.english,Free English classes for adults who speak another language. Call the school for class times.,Adults.,4410 Porter Street,Detroit,48209,42.316496,-83.093296,,313-466-7115,School office,,,,https://www.detroitk12.org,call_first,,,,active,2026-09-19,auto_check,seed_list,Detroit Public Schools Community District website,https://www.detroitk12.org/enroll/adult-education,
sal_wayne_county_ged_classes_northwest_campus,,org_wayne_county_community_college_district,Wayne County Community College District,"GED classes, Northwest Campus","GED classes, Northwest Campus, Wayne County Community College District",learn.school,"GED prep classes, free tutoring and job search tips. WCCCD says it may pay for your GED test (limits apply).",18 and older. Apply to the college and go to a 3-hour orientation with a skills test.,8200 West Outer Drive,Detroit,48219,42.419265,-83.221564,,313-496-2600,WCCCD main line,,,,https://www.wcccd.edu,call_first,Classes Mon-Thu 9:30am-1:30pm and 5pm-9pm,,,active,2026-09-19,auto_check,seed_list,Wayne County Community College District website,https://www.wcccd.edu/adult-education,
sal_wayne_county_ged_classes_eastern_campus,,org_wayne_county_community_college_district,Wayne County Community College District,"GED classes, Eastern Campus","GED classes, Eastern Campus, Wayne County Community College District",learn.school,"GED prep classes, free tutoring and job search tips. WCCCD says it may pay for your GED test (limits apply).",18 and older. Apply to the college and go to a 3-hour orientation with a skills test.,5901 Conner Street,Detroit,48213,42.394145,-82.985033,,313-496-2600,WCCCD main line,,,,https://www.wcccd.edu,call_first,Classes Mon-Thu 9:30am-1:30pm and 5pm-9pm,,,active,2026-09-19,auto_check,seed_list,Wayne County Community College District website,https://www.wcccd.edu/adult-education,
sal_dearborn_public_ged_and_high_school_diploma_classes,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,GED and high school diploma classes,"GED and high school diploma classes, Dearborn Public Schools Adult and Community Education",learn.school,"Classes to get ready for the GED, basic reading and math, and online classes toward a high school diploma.",18 and older by Sept 1.,"5101 Evergreen Rd., Building K",Dearborn,48128,42.325113,-83.234132,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; evening Tue and Thu 5:30pm-8:30pm; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/ged-general-education-development/,
sal_dearborn_public_english_classes_at_henry_ford_college,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Henry Ford College,"English classes at Henry Ford College, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,"5101 Evergreen Road, Building K",Dearborn,48128,42.325113,-83.234132,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; evening Tue and Thu 5:30pm-8:30pm; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_lahc,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at LAHC,"English classes at LAHC, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,5275 Kenilworth St,Dearborn,48126,42.325967,-83.183804,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_bint_jebail_cultural_,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Bint Jebail Cultural Center,"English classes at Bint Jebail Cultural Center, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,"14201 Prospect St, Bldg. 2",Dearborn,48126,42.316567,-83.178284,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_salina_intermediate_s,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Salina Intermediate School,"English classes at Salina Intermediate School, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,2623 Salina St,Dearborn,48120,42.305664,-83.147427,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_al_huda_islamic_assoc,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Al-Huda Islamic Association,"English classes at Al-Huda Islamic Association, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,8835 Warren Ave,Dearborn,48126,42.344498,-83.154299,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_imam_mahdi_associatio,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Imam Mahdi Association of Marjaeya,"English classes at Imam Mahdi Association of Marjaeya, Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,22000 Garrison St,Dearborn,48124,42.307328,-83.244589,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,"Day classes Mon-Fri 8:30-10:30, 10:30-12:30 or 1-3; registration by appointment",appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_fordson_high_school_e,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Fordson High School (evenings),"English classes at Fordson High School (evenings), Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,13800 Ford Rd,Dearborn,48126,42.329588,-83.178651,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,Evening classes Tue and Thu 4:30pm-7:30pm; registration by appointment,appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_geer_park_elementary_,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Geer Park Elementary (evenings),"English classes at Geer Park Elementary (evenings), Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,14767 Prospect,Dearborn,48126,42.315295,-83.184891,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,Evening classes Tue and Thu 4:30pm-7:30pm; registration by appointment,appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_dearborn_public_english_classes_at_becker_elementary_eve,,org_dearborn_public_schools_adult_and_commun,Dearborn Public Schools Adult and Community Education,English classes at Becker Elementary (evenings),"English classes at Becker Elementary (evenings), Dearborn Public Schools Adult and Community Education",learn.english,"English classes for adults, beginning to advanced, with skills for work and parenting. No registration fees.",18 and older by Sept 1 and not in high school.,10821 Henson,Dearborn,48126,42.340653,-83.166090,,313-317-5600,Adult Education (registration by appointment),,,,https://dearbornschools.org,call_first,Evening classes Tue and Thu 6pm-7:30pm; registration by appointment,appointment_required,,active,2026-09-19,auto_check,seed_list,Dearborn Public Schools Adult and Community Education website,https://dearbornschools.org/services/english-for-students-of-other-languages-esl-adult-education/,
sal_hamtramck_public_adult_english_classes_horizon_high_scho,,org_hamtramck_public_schools,Hamtramck Public Schools,Adult English classes (Horizon High School),"Adult English classes (Horizon High School), Hamtramck Public Schools",learn.english,"Free English classes for adults, in the morning, afternoon or evening.",Adults.,3225 Caniff Street,Hamtramck,48212,42.400925,-83.056965,,313-893-2214,School office,313-591-7404,Adult education appointments,https://hamtramckschools-cdn.fxbrt.com/downloads/hzn/files/esl_english_banner.pdf,https://www.hamtramckschools.org,call_first,"Classes Mon-Thu 9am-11:30am, 12pm-2:30pm or 4pm-7:30pm (2022 flyer); call for an appointment",appointment_required,,proposed,,,seed_list,Hamtramck Public Schools website,https://www.hamtramckschools.org/our-schools/horizon-high-school-adult-education/,[2026-09-19] not found on source page: phone2 313-591-7404 on https://hamtramckschools-cdn.fxbrt.com/downloads/hzn/files/esl_english_banner.pdf.
sal_hamtramck_public_adult_ged_and_high_school_classes_horiz,,org_hamtramck_public_schools,Hamtramck Public Schools,Adult GED and high school classes (Horizon High School),"Adult GED and high school classes (Horizon High School), Hamtramck Public Schools",learn.school,"Free classes in basic reading and math, GED prep, and high school completion.",Adults.,3225 Caniff Street,Hamtramck,48212,42.400925,-83.056965,,313-893-2214,School office,313-591-7404,Adult education appointments,https://hamtramckschools-cdn.fxbrt.com/downloads/hzn/files/esl_english_banner.pdf,https://www.hamtramckschools.org,call_first,"Classes Mon-Thu 9am-11:30am, 12pm-2:30pm or 4pm-7:30pm (2022 flyer); call for an appointment",appointment_required,,proposed,,,seed_list,Hamtramck Public Schools website,https://www.hamtramckschools.org/our-schools/horizon-high-school-adult-education/,[2026-09-19] not found on source page: phone2 313-591-7404 on https://hamtramckschools-cdn.fxbrt.com/downloads/hzn/files/esl_english_banner.pdf.
sal_detroit_public_technology_literacy_and_career_tlc_center,,org_detroit_public_library,Detroit Public Library,"Technology, Literacy and Career (TLC) Center, Main Library","Technology, Literacy and Career (TLC) Center, Main Library",jobs.find,"Computer classes, one-on-one help with your phone or laptop, résumé help and review, and help finding job fairs and training.",,5201 Woodward Ave.,Detroit,48202,42.358554,-83.065523,,313-481-1363,TLC Center (call to book a résumé review),,,,https://detroitpubliclibrary.org,scheduled,,walk_in,,active,2026-09-19,auto_check,seed_list,Detroit Public Library website,https://detroitpubliclibrary.org/tlc,
sal_detroit_public_adult_reading_tutoring_literacy_program_m,,org_detroit_public_library,Detroit Public Library,"Adult reading tutoring (Literacy Program), Main Library","Adult reading tutoring (Literacy Program), Main Library",learn.school,One-on-one reading and writing tutoring for adults. Runs January to November; new learners join all year.,18+ with beginner to intermediate reading skills. Plan on 2 hours a week for 10 months.,5201 Woodward Ave.,Detroit,48202,42.358554,-83.065523,,313-481-1363,Call to apply,,,,https://detroitpubliclibrary.org,call_first,,,,active,2026-09-19,auto_check,seed_list,Detroit Public Library website,https://detroitpubliclibrary.org/tlc,
sal_miside_adult_learning_lab_ged_reading_and_math,,org_miside,MiSide,"Adult Learning Lab: GED, reading and math","Adult Learning Lab: GED, reading and math, MiSide",learn.school,"GED prep and classes in reading, math and computers, plus job help. Free for eligible adults.",18+ and working toward a job goal. You do not need to live in Detroit.,4214 W. Vernor,Detroit,48209,42.320985,-83.094207,,313-451-8055,,,,,https://miside.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,MiSide website,https://miside.org/miside-wealth/adult-literacy,
sal_miside_adult_learning_lab_english_classes,,org_miside,MiSide,Adult Learning Lab: English classes,"Adult Learning Lab: English classes, MiSide",learn.english,"English classes in the morning or evening, plus citizenship classes. Free for eligible adults.",18+ and working toward a job goal. You do not need to live in Detroit.,4214 W. Vernor,Detroit,48209,42.320985,-83.094207,,313-451-8055,,,,,https://miside.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,MiSide website,https://miside.org/miside-wealth/adult-literacy,
sal_all_saints_free_adult_tutoring_in_reading_writing_and_ma,,org_all_saints_literacy_center,All Saints Literacy Center,"Free adult tutoring in reading, writing and math","Free adult tutoring in reading, writing and math, All Saints Literacy Center",learn.school,"Free one-on-one tutoring for adults in reading, writing, math and computer skills. In person or online.",Adults.,"3553 W. Vernor Hwy., Suite D",Detroit,48216,42.323542,-83.087334,,313-635-4549,,,,,https://allsaintsliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,All Saints Literacy Center website,https://allsaintsliteracy.org/,
sal_all_saints_free_english_tutoring_for_adults,,org_all_saints_literacy_center,All Saints Literacy Center,Free English tutoring for adults,"Free English tutoring for adults, All Saints Literacy Center",learn.english,Free one-on-one help for adults learning to speak English. In person or online.,Adults.,"3553 W. Vernor Hwy., Suite D",Detroit,48216,42.323542,-83.087334,,313-635-4549,,,,,https://allsaintsliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,All Saints Literacy Center website,https://allsaintsliteracy.org/,
sal_siena_literacy_free_reading_math_and_ged_help,,org_siena_literacy_center,Siena Literacy Center,"Free reading, math and GED help","Free reading, math and GED help, Siena Literacy Center",learn.school,"Free reading and math tutoring, small classes, a computer lab and GED classes for adults.",Adults 18+. Plan on 5 hours a week. The wait for a tutor can be about 3 months.,16888 Trinity,Detroit,48219,42.413514,-83.248778,,313-532-8404,,,,,https://www.sienaliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,Siena Literacy Center website,https://www.sienaliteracy.org/faq,
sal_siena_literacy_free_english_help_esl,,org_siena_literacy_center,Siena Literacy Center,Free English help (ESL),"Free English help (ESL), Siena Literacy Center",learn.english,Free English tutoring and small classes for adults.,Adults 18+. Plan on 5 hours a week.,16888 Trinity,Detroit,48219,42.413514,-83.248778,,313-532-8404,,,,,https://www.sienaliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,Siena Literacy Center website,https://www.sienaliteracy.org/faq,
sal_dominican_literacy_free_ged_reading_and_math_help,,org_dominican_literacy_center,Dominican Literacy Center,"Free GED, reading and math help","Free GED, reading and math help, Dominican Literacy Center",learn.school,"Free tutoring and classes for adults: GED, reading and math, plus a computer lab.",Adults.,"5555 Conner Street, Suite 1414",Detroit,48213,42.391255,-82.980562,,313-267-1000,,,,,https://www.dlcliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,Dominican Literacy Center website,https://www.dlcliteracy.org/contact/,
sal_dominican_literacy_free_english_help_esl,,org_dominican_literacy_center,Dominican Literacy Center,Free English help (ESL),"Free English help (ESL), Dominican Literacy Center",learn.english,Free English tutoring and classes for adults.,Adults.,"5555 Conner Street, Suite 1414",Detroit,48213,42.391255,-82.980562,,313-267-1000,,,,,https://www.dlcliteracy.org,scheduled,,,,active,2026-09-19,auto_check,seed_list,Dominican Literacy Center website,https://www.dlcliteracy.org/contact/,
sal_latin_americans_english_classes_for_spanish_speakers,,org_latin_americans_for_social_and_economic_,Latin Americans for Social and Economic Development (LA SED),English classes for Spanish speakers,"English classes for Spanish speakers, Latin Americans for Social and Economic Development (LA SED)",learn.english,English classes in three levels; the first level is taught in Spanish. Also help getting ready for the citizenship interview.,,7150 W. Vernor St.,Detroit,48209,42.314218,-83.120640,,313-841-1419,,,,,https://lasedinc.org,call_first,Fall and winter semesters; call for class times,"spanish,appointment_required",,active,2026-09-19,auto_check,seed_list,Latin Americans for Social and Economic Development (LA SED) website,https://lasedinc.org/adulteducation/,[2026-09-20] LA SED's site is lasedinc.ORG. lasedinc.com is now a casino spam domain (checked 2026-09-20); some other sites still link to it. Never switch this row to .com.
sal_detroit_hispanic_english_classes,,org_detroit_hispanic_development_corporation,Detroit Hispanic Development Corporation,English classes,"English classes, Detroit Hispanic Development Corporation",learn.english,"English classes for work, community and family. Monday to Thursday, in person or online, morning or evening.",,1211 Trumbull,Detroit,48216,42.326365,-83.063161,,313-967-4880,,,,,https://www.dhdc1.org,call_first,"Mon-Thu, morning and evening (times not listed)",,,active,2026-09-19,auto_check,seed_list,Detroit Hispanic Development Corporation website,https://www.dhdc1.org/programs/adult-services/,
sal_city_of_project_clean_slate_free_help_clearing_a_record,,org_city_of_detroit,City of Detroit,Project Clean Slate (free help clearing a record),"Project Clean Slate (free help clearing a record), City of Detroit",legal,Free legal help for Detroiters who want old convictions cleared from their record. Sign up online or by phone.,Current City of Detroit residents.,,,,,,,313-237-3024,,,,,https://detroitmi.gov,call_first,,reentry,,active,2026-09-23,web,seed_list,City of Detroit website,https://detroitmi.gov/government/mayors-office/mayors-initiatives-and-programs/project-clean-slate,"[2026-09-20] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-19. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_lakeshore_legal_dearborn_office,,org_lakeshore_legal_aid,Lakeshore Legal Aid,Dearborn office,"Dearborn office, Lakeshore Legal Aid",legal,"Free help from a lawyer with housing, family, debt, benefits, wills, clearing a record, and getting a license back.","People with low income, older adults, and survivors of domestic violence or sexual assault.","3200 Greenfield Road, Suite 130",Dearborn,48120,,,,313-314-1500,Dearborn office,888-783-8190,New clients (Counsel and Advocacy Law Line),,https://lakeshorelegalaid.org/,scheduled,,"walk_in,seniors",,active,2026-09-19,auto_check,seed_list,Lakeshore Legal Aid website,https://lakeshorelegalaid.org/about-us/,
sal_lakeshore_legal_detroit_canfield_office,,org_lakeshore_legal_aid,Lakeshore Legal Aid,Detroit Canfield office,"Detroit Canfield office, Lakeshore Legal Aid",legal,"Free help from a lawyer with housing, family, debt, benefits and more. No walk-ins right now. Call for an appointment.","People with low income, older adults, and survivors of domestic violence or sexual assault.","30 E. Canfield, Suite 200",Detroit,48201,42.352807,-83.061079,,313-242-0811,"Office, for appointments",,,,https://lakeshorelegalaid.org/,call_first,,"appointment_required,seniors",,active,2026-09-19,auto_check,seed_list,Lakeshore Legal Aid website,https://lakeshorelegalaid.org/about-us/,
sal_lakeshore_legal_free_legal_help_by_phone_call_line,,org_lakeshore_legal_aid,Lakeshore Legal Aid,Free legal help by phone (CALL line),Free legal help by phone (CALL line),legal,Free legal advice by phone. They also check if you can get a free lawyer. You can also apply online.,People with low income and seniors.,,,,,,,888-783-8190,Counsel and Advocacy Law Line,,,,https://lakeshorelegalaid.org/,scheduled,,seniors,,active,2026-09-19,auto_check,seed_list,Lakeshore Legal Aid website,https://lakeshorelegalaid.org/find-legal-help/,
sal_michigan_legal_36th_district_court_legal_self_help_cente,,org_michigan_legal_help,Michigan Legal Help,36th District Court Legal Self-Help Center,36th District Court Legal Self-Help Center,legal,"Free help finding court forms for tickets, small claims and landlord cases. Staff explain steps but can't give legal advice.",,"421 Madison Street, Room 2E",Detroit,48226,42.337577,-83.045494,,313-965-4158,,,,,https://michiganlegalhelp.org/,scheduled,,walk_in,,active,2026-09-19,auto_check,seed_list,Michigan Legal Help website,https://michiganlegalhelp.org/self-help-centers/36th-district-court-legal-self-help-center,
sal_michigan_legal_miside_legal_self_help_center,,org_michigan_legal_help,Michigan Legal Help,MiSide Legal Self-Help Center,MiSide Legal Self-Help Center,legal,"Free help with legal forms, in English and Spanish. Help is mostly by phone, with some in-person visits by appointment.",,"5716 Michigan Ave, Suite 4100",Detroit,48210,42.331214,-83.113248,,313-297-2975,Help and appointments,,,,https://michiganlegalhelp.org/,call_first,"Mon and Wed 9am-3pm; mostly by phone for the time being, with some in-person appointments",spanish,,active,2026-09-19,auto_check,seed_list,Michigan Legal Help website,https://michiganlegalhelp.org/self-help-centers/miside-legal-self-help-center,
sal_neighborhood_legal_main_office,,org_neighborhood_legal_services_michigan,Neighborhood Legal Services Michigan,Main office,"Main office, Neighborhood Legal Services Michigan",legal,"Free or low-cost help from a lawyer with family problems, benefits, SSI and SSDI, and bankruptcy.",Low income.,"7310 Woodward Avenue, Suite 301",Detroit,48202,42.370491,-83.073392,,313-964-1975,,,,,https://nlsmichigan.org/,call_first,,sliding_fee,,active,2026-09-19,auto_check,seed_list,Neighborhood Legal Services Michigan website,https://nlsmichigan.org/contact-us/,
sal_neighborhood_legal_elder_law_and_advocacy_center,,org_neighborhood_legal_services_michigan,Neighborhood Legal Services Michigan,Elder Law & Advocacy Center,"Elder Law & Advocacy Center, Neighborhood Legal Services Michigan",legal,Free help from a lawyer for Wayne County residents 60 and older. Call for help.,Wayne County residents 60 and older.,12121 Hemingway,Redford Township,48239,42.374366,-83.304727,,313-937-8291,,,,,https://nlsmichigan.org/,call_first,,seniors,,active,2026-09-19,auto_check,seed_list,Neighborhood Legal Services Michigan website,https://nlsmichigan.org/contact-us/,"[2026-09-24] Address added now that Redford Township is in the area: 12121 Hemingway, on the same contact page as the phone (matched by the page matcher)."
sal_michigan_immigrant_detroit_office,,org_michigan_immigrant_rights_center,Michigan Immigrant Rights Center,Detroit office,"Detroit office, Michigan Immigrant Rights Center",legal,Free help from a lawyer about immigration and citizenship. Call to start; phone intake is Monday to Thursday.,"Mostly for people with income up to 2 times the poverty line. Some help, like citizenship, is for anyone.","7700 Second Avenue, Suite 603",Detroit,48202,42.372213,-83.078268,,734-239-6863,Intake line (press 1),734-794-9963,For people held in immigration detention,,https://michiganimmigrant.org/,call_first,Phone line Mon-Fri 9:30am-4:30pm; phone intake Mon-Thu,immigrants,,active,2026-09-19,auto_check,seed_list,Michigan Immigrant Rights Center website,https://michiganimmigrant.org/contact-info,
sal_international_institute_immigration_legal_services,,org_international_institute_of_metropolitan_,International Institute of Metropolitan Detroit,Immigration legal services,"Immigration legal services, International Institute of Metropolitan Detroit",legal,"Low-cost help with citizenship, family papers and DACA renewal. The first visit costs $50. No walk-ins.",,111 E Kirby St,Detroit,48202,42.360540,-83.065281,,313-871-8600,Ext. 234 for legal appointments,,,,https://www.iimd.org/,call_first,,"immigrants,appointment_required",,active,2026-09-19,auto_check,seed_list,International Institute of Metropolitan Detroit website,https://www.iimd.org/immigration-legal-services,
sal_freedom_house_help_for_people_seeking_asylum,,org_freedom_house_detroit,Freedom House Detroit,Help for people seeking asylum,"Help for people seeking asylum, Freedom House Detroit",legal.immigration,"A place to stay and legal help for people seeking asylum. Call, or come to the intake site any time.",People seeking asylum. In most cases you must live at Freedom House to get legal help.,,,,,,,313-964-4320,,,,,https://freedomhousedetroit.org/,call_first,"Intake any time, day or night","immigrants,address_withheld",,active,2026-09-19,auto_check,seed_list,Freedom House Detroit website,https://freedomhousedetroit.org/need-help/,"[2026-09-23] legal -> legal.immigration, so it is private (Kyle). Phone only BY DECISION: the owner prints a PO Box and a phone and no street address; never add a street address or coordinate for it, even one a directory prints (DECISIONS 2026-09-23). [2026-09-23] flag address_withheld: the build now refuses an address or coordinate for this row."
sal_wayne_county_friend_of_the_court_customer_service,,org_wayne_county_friend_of_the_court,Wayne County Friend of the Court,Friend of the Court customer service,Friend of the Court customer service,legal,"Help with child support and parenting time cases already in court. Walk in Monday, Tuesday or Thursday.",People with a Wayne County Friend of the Court case. Be in line by 4:15pm.,"645 Griswold St., 1st Floor",Detroit,48226,42.330208,-83.047079,,844-785-7593,Friend of the Court Call Center,,,,https://www.3rdcc.org/,scheduled,,walk_in,,proposed,,,seed_list,Wayne County Friend of the Court website,https://www.3rdcc.org/Forms/FOC/Miscellaneous/FOC%20Public%20Information%20Packet.pdf,"[2026-09-19] not found on source page: phone 844-785-7593, street address ""645 Griswold St., 1st Floor""."
sal_detroit_health_detroit_id_health_department,,org_detroit_health_department,Detroit Health Department,"Detroit ID, Health Department","Detroit ID, Health Department",ids,"A City photo ID for any Detroit resident, whatever your immigration status. It is not a driver's license or state ID.",Detroit residents. Under 18 need a parent or guardian. Bring papers that add up to 300 points.,100 Mack Avenue,Detroit,48201,42.347789,-83.056845,,313-774-5388,"Appointments (walk-ins welcome, but call ahead)",,,,https://detroitmi.gov,scheduled,,"walk_in,immigrants",,active,2026-09-23,web,seed_list,Detroit Health Department website,https://detroitmi.gov/departments/detroit-health-department/programs-and-services/detroit-id,"[2026-09-20] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-19. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_health_detroit_id_patton_recreation_center,,org_detroit_health_department,Detroit Health Department,"Detroit ID, Patton Recreation Center","Detroit ID, Patton Recreation Center, Detroit Health Department",ids,"A City photo ID for any Detroit resident, whatever your immigration status. It is not a driver's license or state ID.",Detroit residents. Under 18 need a parent or guardian. Bring papers that add up to 300 points.,2301 Woodmere,Detroit,48209,42.308946,-83.137091,,313-774-5388,"Appointments (walk-ins welcome, but call ahead)",,,,https://detroitmi.gov,scheduled,,"walk_in,immigrants",,active,2026-09-23,web,seed_list,Detroit Health Department website,https://detroitmi.gov/departments/detroit-health-department/programs-and-services/detroit-id/detroit-id-faqs,"[2026-09-20] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-19. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
